job_id,num_gpu,submit_time,iterations,model_name,duration,interval
7511,8,0,0,vgg16,1441447,571085
7900,5,571085,0,alexnet,59741,21721
7947,1,592806,0,alexnet,4140,955
7955,1,594763,0,inception3,500,1137
7985,1,595900,0,vgg16,137703,1403
7989,1,597303,0,resnet50,2,4438
7997,6,601741,0,inception4,24,43
7998,6,601784,0,vgg16,24,683
8000,6,602467,0,vgg16,77,2761
8007,1,605228,0,inception4,86,1730
8020,1,606958,0,vgg19,99,539
8026,1,607497,0,inception4,349,812
8032,1,608309,0,inception3,12,42
8033,1,608351,0,inception3,48,247
8038,1,609059,0,resnet50,83,267
8040,1,609326,0,vgg19,122,26
8041,1,609352,0,resnet152,42,209
8043,1,609561,0,vgg16,20808,29
8044,1,609590,0,alexnet,33333,2876
8112,1,653984,0,resnet50,115,474
8113,1,654458,0,vgg19,24,161
8114,1,654619,0,vgg19,82,396
8115,1,655015,0,resnet152,82,3006
8117,5,658021,0,resnet152,11,260
8118,5,658281,0,alexnet,33,118
8121,5,658399,0,alexnet,34,684
8124,5,659083,0,vgg19,87,33
8125,5,659116,0,vgg19,60,150
8126,5,659266,0,inception3,11713,56
8128,5,659322,0,alexnet,81393,1806
8138,1,666551,0,resnet101,1,328
8139,1,666879,0,inception3,43882,583
8141,8,667462,0,resnet101,11,70
8142,8,667532,0,inception4,82601,56
8143,8,667588,0,alexnet,11884,7109
8174,6,675280,0,resnet152,1,1
8177,6,675514,0,vgg19,1,197
8185,8,677936,0,alexnet,216348,1860
8200,4,679796,0,inception4,3477,109
8201,4,679905,0,resnet101,4344,3376
8237,4,727646,0,resnet101,1,161
8238,4,727807,0,resnet101,1,64
8239,4,727871,0,vgg19,1,59
8240,4,727930,0,resnet50,1,1263
8249,4,729572,0,inception4,18,57
8250,4,729629,0,vgg16,3549,57
8251,4,729686,0,vgg19,3747,15
8252,4,729701,0,resnet50,2793,5
8253,4,729706,0,inception3,3683,4
8254,4,729710,0,vgg19,3705,5
8255,4,729715,0,resnet50,3619,3
8256,4,729718,0,inception3,4281,403
8260,1,730121,0,vgg11,122,3745
8276,4,733866,0,resnet101,11,3041
8285,8,736907,0,vgg19,37,53
8286,8,736960,0,vgg19,34,87
8288,5,737047,0,alexnet,17154,111
8290,8,737158,0,vgg16,50,25
8291,5,737183,0,vgg16,17780,61
8292,5,737244,0,resnet152,34,55
8293,5,737299,0,resnet152,34,220
8294,5,737519,0,vgg16,33,28
8295,5,737547,0,vgg19,17623,198
8296,8,737745,0,inception4,36,40
8297,5,737785,0,vgg19,38,5
8298,8,737790,0,resnet101,4271,23
8300,1,737829,0,resnet50,1000,29
8301,1,737858,0,inception3,1000,48
8302,1,737906,0,resnet50,1000,161
8303,5,738067,0,vgg19,35,162
8307,8,738229,0,inception3,118,265
8309,3,738494,0,inception3,17040,443
8310,7,738937,0,resnet101,121,680
8312,4,739617,0,resnet50,3884,13
8313,4,739630,0,vgg19,4068,434
8314,8,740064,0,inception3,38,484
8315,8,740548,0,inception4,35,154
8316,6,740702,0,vgg11,34,4686
8318,8,745388,0,vgg16,11224,859
8321,4,746247,0,resnet152,3716,12
8322,4,746259,0,vgg16,3647,32
8323,4,746291,0,resnet101,3678,11
8324,4,746302,0,inception4,4042,16
8325,4,746318,0,vgg11,3905,11
8326,4,746329,0,resnet101,3173,74
8327,4,746403,0,resnet50,4057,14
8328,4,746417,0,vgg16,3117,17
8329,4,746434,0,resnet152,4319,16
8330,4,746450,0,inception4,3739,19
8332,4,746487,0,resnet152,3089,1285
8335,5,747772,0,inception4,27021,644
8339,8,748416,0,vgg11,45,132
8340,8,748548,0,inception4,34,1648
8346,1,750196,0,resnet50,8,60
8347,1,750256,0,vgg16,8,661
8350,1,750917,0,vgg16,48338,459
8351,4,751376,0,resnet50,3980,17
8352,4,751393,0,vgg11,2753,30
8353,4,751423,0,vgg11,3192,29
8354,4,751452,0,vgg16,3580,828
8358,4,752546,0,inception3,1,113
8361,4,752659,0,vgg19,7116,2388
8367,4,755047,0,inception3,4274,13
8368,4,755060,0,inception3,3836,15
8369,4,755075,0,alexnet,4347,1013
8373,4,756088,0,resnet50,4629,20
8374,4,756108,0,inception3,4229,549
8377,8,756657,0,resnet152,47975,47
8378,8,756704,0,vgg16,17937,55
8379,8,756759,0,resnet152,60827,375
8380,1,757134,0,resnet152,60485,453
8382,4,757676,0,alexnet,5643,66
8383,4,757742,0,resnet101,5673,10
8384,4,757752,0,inception4,4058,21
8386,4,757773,0,vgg16,3824,21
8387,4,757794,0,vgg11,4669,8
8388,4,757802,0,vgg19,4650,745
8400,1,759045,0,inception4,36,150
8402,5,759198,0,inception3,21160,178
8404,3,759376,0,resnet101,23228,88
8406,4,759464,0,resnet152,21979,212
8407,1,759676,0,inception3,917,1244
8410,1,760920,0,vgg11,925,80
8411,8,761000,0,inception3,27,70
8412,1,761070,0,vgg19,10,2211
8416,4,763281,0,inception3,7529,13
8417,4,763294,0,inception3,7102,20
8418,4,763314,0,vgg19,7311,4323
8436,4,767637,0,inception3,6339,12
8437,4,767649,0,resnet101,6340,11
8438,4,767660,0,resnet101,6319,11
8439,4,767671,0,resnet50,6305,23
8440,4,767694,0,alexnet,6289,2974
8447,7,770668,0,inception3,3,836
8450,1,771504,0,resnet50,2,144
8451,1,771648,0,inception4,144301,371
8452,7,772019,0,resnet101,38,1573
8453,4,773592,0,alexnet,4,17
8454,4,773609,0,vgg16,4,1721
8469,8,775330,0,resnet101,7,4031
8478,1,779361,0,alexnet,144566,36062
8490,2,815423,0,vgg11,97768,29
8491,2,815452,0,vgg11,90898,13
8492,2,815465,0,vgg19,66250,18
8493,2,815483,0,vgg16,76177,14
8494,2,815497,0,alexnet,75397,7
8495,2,815504,0,resnet50,68106,2942
8500,1,818446,0,resnet50,8675,4179
8516,4,822625,0,resnet50,62069,13
8517,4,822638,0,vgg16,64381,11
8518,4,822649,0,vgg11,49767,84
8519,2,822733,0,vgg16,25251,143
8521,1,822876,0,alexnet,18544,106
8522,1,822982,0,vgg16,24130,98
8523,1,823080,0,inception3,44147,3040
8528,1,826120,0,resnet101,701,7832
8542,1,833952,0,vgg11,1033,743
8543,8,834695,0,resnet101,8,1213
8547,3,835908,0,vgg19,25,172
8548,3,836080,0,inception4,1679,1193
8553,4,837273,0,vgg11,181370,223
8557,2,837496,0,vgg19,13404,468
8558,4,837964,0,vgg11,10,171
8559,2,838135,0,vgg11,677,84
8561,4,838219,0,inception4,69,60
8562,4,838279,0,vgg16,125,205
8564,4,838484,0,resnet50,118,174
8566,4,838658,0,resnet50,123,182
8570,2,839125,0,vgg11,674,35
8573,8,839160,0,vgg16,9,77
8575,1,839237,0,inception3,1130,69
8576,4,839306,0,vgg16,48232,37
8577,4,839343,0,inception4,16280,1996
8583,4,842193,0,inception4,44670,179
8591,4,842965,0,resnet101,210553,9
8592,4,842974,0,resnet50,207480,11
8593,4,842985,0,inception3,180314,47
8595,4,843032,0,resnet101,231331,14
8596,4,843046,0,vgg16,156043,32
8598,4,843078,0,inception3,178816,225
8603,1,847059,0,inception3,183998,671
8607,2,847730,0,resnet152,31906,82
8609,1,847812,0,resnet50,11374,65
8610,4,847877,0,resnet152,47777,46
8611,4,847923,0,inception3,45360,27
8612,1,847950,0,resnet101,12684,827
8616,1,848924,0,inception4,26067,19
8617,1,848943,0,vgg11,24598,42
8619,8,848985,0,vgg19,152,1
8620,1,848986,0,vgg16,34243,33
8621,1,849019,0,inception4,34104,22
8622,1,849041,0,vgg11,47118,22
8623,1,849063,0,vgg19,48070,78
8703,4,1076384,0,resnet101,53805,22
8704,4,1076406,0,vgg19,41854,2014
8710,1,1078420,0,inception4,33,5274
8715,5,1083694,0,vgg19,12,27
8716,5,1083721,0,resnet101,11,253
8719,5,1083974,0,alexnet,24119,1348
8723,5,1085322,0,vgg11,45083,24
8724,5,1085346,0,alexnet,88966,714
8725,8,1086060,0,resnet152,133366,63
8726,8,1086123,0,vgg16,128336,65
8727,8,1086188,0,vgg19,128511,2428
8729,1,1088616,0,resnet101,31,144
8730,5,1088760,0,inception4,47386,746
8732,4,1089506,0,resnet50,26134,45
8733,4,1089551,0,resnet152,17796,38
8734,1,1089589,0,inception3,8665,480
8738,8,1090069,0,resnet152,149274,3660
8754,1,1093729,0,inception4,1000,490
8755,2,1094219,0,resnet152,23611,2671
8756,1,1096890,0,alexnet,3,427
8757,1,1097317,0,vgg11,3,158
8760,2,1097475,0,resnet152,7712,4
8761,2,1097479,0,vgg11,8031,12
8763,2,1097491,0,resnet101,9591,7
8764,2,1097498,0,resnet101,9225,229
8765,1,1097727,0,inception4,2,39
8766,4,1097766,0,alexnet,55405,5
8767,4,1097771,0,inception4,55378,4
8768,4,1097775,0,resnet50,55778,136
8769,2,1097911,0,vgg16,47080,28
8770,2,1097939,0,vgg19,49860,81
8771,1,1098020,0,vgg16,2,489
8773,1,1098509,0,resnet50,33,983
8774,2,1099492,0,inception3,8430,11
8775,2,1099503,0,alexnet,7998,11
8776,2,1099514,0,vgg11,9252,19
8777,2,1099533,0,inception3,7391,15
8778,2,1099548,0,vgg11,10737,1092
8782,1,1100640,0,resnet50,34,135
8783,1,1100775,0,vgg16,33,150
8784,1,1100925,0,alexnet,389,28
8785,1,1100953,0,resnet101,212,743
8788,1,1102658,0,inception4,107,91
8789,1,1102749,0,vgg16,137920,1190
8791,1,1103939,0,resnet101,269,113
8799,1,1104795,0,vgg16,309,861
8801,1,1105656,0,vgg11,211,63
8803,1,1105760,0,vgg19,507,4541
8817,5,1110301,0,alexnet,12331,1293
8823,5,1111594,0,inception4,13783,204
8826,4,1111798,0,resnet152,97458,1066
8829,2,1112864,0,inception3,48206,5
8830,2,1112869,0,alexnet,49387,3
8831,2,1112872,0,resnet50,47360,3
8832,1,1112875,0,vgg19,24,19
8834,2,1112894,0,vgg16,43853,1
8835,2,1112895,0,resnet152,50119,449
8841,1,1113344,0,vgg16,1037,409
8843,1,1113753,0,resnet50,6,156
8844,1,1113909,0,vgg11,6,114
8845,1,1114023,0,vgg16,6,198
8846,1,1114221,0,vgg16,49,553
8847,1,1114774,0,alexnet,24,411
8848,1,1115185,0,vgg11,49,378
8849,1,1115563,0,vgg11,25,223
8850,1,1115786,0,vgg19,461,2407
8855,1,1118193,0,resnet101,43553,91
8856,1,1118284,0,inception3,44673,2752
8857,4,1121036,0,inception3,11,349
8866,4,1121385,0,resnet152,157891,38
8867,4,1121423,0,vgg16,164797,38907
8893,4,1160330,0,vgg19,53097,15
8894,4,1160345,0,inception4,47064,14
8895,4,1160359,0,inception3,49730,720
8896,4,1161079,0,vgg19,39013,15
8897,4,1161094,0,resnet50,42393,11
8898,4,1161105,0,vgg16,38928,655
8901,4,1161760,0,vgg16,40934,7
8902,4,1161767,0,vgg11,54785,11
8903,4,1161778,0,inception3,54748,1795
8911,2,1163573,0,resnet50,205662,233
8912,1,1163806,0,resnet101,8504,2645
8921,2,1166451,0,resnet152,49002,3399
8925,2,1169850,0,resnet101,60739,25
8926,2,1169875,0,resnet152,56106,18090
8946,8,1190513,0,vgg16,27668,143
8953,8,1190656,0,vgg19,28168,4
8956,8,1190785,0,resnet50,160,948
8960,1,1191769,0,resnet50,4,30
8961,1,1191799,0,resnet101,8782,156
8972,8,1192620,0,vgg19,160,259
8975,1,1193261,0,inception3,5,396
8980,8,1194142,0,alexnet,157,1463
8985,6,1197690,0,vgg11,1391305,1788
9001,1,1201946,0,inception3,4300,270
9003,1,1202216,0,vgg16,1,657
9016,1,1203434,0,inception3,116800,2
9017,1,1203436,0,resnet152,231038,58
9023,1,1203494,0,vgg19,239625,9
9024,1,1203503,0,resnet50,237612,34
9025,1,1203537,0,vgg19,251028,9
9026,1,1203546,0,resnet101,245445,19
9027,1,1203565,0,vgg19,248357,5779
9045,2,1209344,0,resnet50,4,584
9086,8,1257283,0,inception3,139796,1335
9089,8,1258618,0,inception4,2,156
9090,8,1258774,0,inception3,8,4642
9093,1,1263416,0,inception4,4,367
9095,1,1263783,0,resnet101,2,171
9096,1,1263954,0,vgg19,2,2534
9114,1,1266488,0,vgg11,5,194
9115,1,1266682,0,resnet50,5,1940
9121,1,1268622,0,inception4,71282,14
9122,1,1268636,0,vgg11,71807,16
9123,1,1268652,0,resnet50,70423,12
9124,1,1268664,0,resnet50,42578,2462
9126,1,1271126,0,vgg11,415,395
9127,5,1271521,0,vgg19,42931,102
9128,5,1271623,0,vgg11,33106,60
9129,5,1271683,0,alexnet,30903,517
9130,1,1272200,0,resnet152,138585,56
9131,1,1272256,0,inception3,409,132
9132,8,1272388,0,vgg16,6403,657
9133,1,1273045,0,vgg11,17016,4652
9146,8,1277697,0,vgg19,6,171
9149,8,1277868,0,resnet101,5,70
9150,8,1277938,0,vgg19,27,350
9152,8,1278288,0,resnet152,6,291
9156,1,1280574,0,resnet101,3,159
9157,1,1280733,0,vgg11,42,364
9159,8,1281097,0,resnet101,8,119
9160,2,1281216,0,vgg19,8,333
9161,2,1281549,0,resnet152,47201,224
9162,2,1281773,0,resnet152,45815,210
9163,2,1281983,0,vgg11,47986,99
9166,2,1282082,0,vgg11,47966,361
9170,2,1282443,0,resnet152,43415,43
9171,2,1282486,0,inception3,45868,41
9173,2,1282527,0,resnet101,43693,54
9174,2,1282581,0,vgg19,46474,53
9175,8,1282634,0,vgg19,27,121
9176,8,1282755,0,resnet101,661,53
9178,8,1282808,0,resnet152,41898,102
9180,8,1282910,0,resnet50,1886,1857
9181,1,1284767,0,vgg11,1,167
9183,1,1284934,0,vgg19,1,121
9184,8,1285055,0,vgg16,1151,51
9185,8,1285106,0,inception4,1903,7
9186,1,1285113,0,resnet152,1,127
9187,1,1285240,0,inception3,19,331
9189,8,1285571,0,vgg16,44035,925
9193,1,1286496,0,inception4,3,106
9194,1,1286602,0,vgg19,2,565
9195,1,1287167,0,vgg16,25,145
9198,1,1287312,0,inception3,19,188
9199,1,1287500,0,resnet101,20,139
9200,1,1287639,0,vgg19,436,2460
9203,1,1290099,0,resnet101,23,18
9204,1,1290117,0,vgg16,29,216
9205,1,1290333,0,vgg16,20,63
9206,1,1290396,0,vgg11,442,1502
9210,1,1291898,0,vgg19,18,251
9211,1,1292149,0,inception4,414,206
9212,1,1292355,0,vgg19,25,507
9213,1,1292862,0,resnet152,421,3
9214,1,1292865,0,alexnet,361,65
9215,1,1292930,0,alexnet,415,1
9216,1,1292931,0,alexnet,414,21322
9241,8,1314253,0,inception3,15,1120
9244,8,1315373,0,resnet101,31,20398
9248,3,1335771,0,alexnet,2,1797
9252,1,1337568,0,vgg16,455,4
9253,1,1337572,0,vgg16,450,3
9254,1,1337575,0,resnet101,448,3
9255,1,1337578,0,vgg19,501,530
9256,8,1338108,0,inception4,143676,45
9257,1,1338153,0,resnet152,15158,5
9258,1,1338158,0,inception4,12889,0
9259,1,1338158,0,resnet50,14983,0
9260,1,1338158,0,vgg16,15130,1225
9264,1,1339383,0,vgg16,1,10
9265,1,1339393,0,vgg19,1,0
9266,1,1339393,0,resnet152,17325,7
9267,1,1339400,0,vgg19,1,8
9268,1,1339408,0,inception3,1,9
9271,1,1339466,0,resnet152,69503,9
9272,1,1339475,0,alexnet,71644,7
9273,1,1339482,0,alexnet,71418,12
9274,1,1339494,0,alexnet,39182,10
9275,1,1339504,0,vgg16,39205,9
9276,1,1339513,0,inception3,51456,11
9277,1,1339524,0,resnet50,47052,2681
9278,1,1342205,0,vgg16,66698,9
9279,1,1342214,0,alexnet,66895,60
9280,1,1342274,0,vgg16,48740,11
9281,1,1342285,0,resnet50,48560,645
9283,5,1342930,0,resnet152,12,100
9284,5,1343030,0,alexnet,50716,70
9285,5,1343100,0,resnet50,94031,1177
9288,8,1344277,0,vgg19,43715,942
9291,2,1345219,0,alexnet,139337,76
9293,2,1345295,0,inception3,142784,47
9294,2,1345342,0,vgg19,143881,33
9295,2,1345375,0,vgg19,143792,3330
9301,4,1348770,0,alexnet,66250,65
9302,4,1348835,0,alexnet,5,551
9304,4,1349386,0,resnet152,65479,4710
9310,1,1354096,0,vgg19,6,0
9311,1,1354096,0,resnet152,6,1152
9313,4,1355248,0,inception3,1235,125
9314,4,1355373,0,resnet101,3996,70
9315,1,1355443,0,alexnet,51,1542
9316,1,1356985,0,vgg19,55,12231
9328,1,1369216,0,alexnet,74862,51
9329,1,1369267,0,resnet101,73218,3068
9349,1,1374563,0,vgg16,1,259
9350,1,1374822,0,alexnet,127462,3085
9368,1,1377907,0,inception4,78102,40
9371,1,1377947,0,vgg16,82875,10
9373,1,1377957,0,vgg19,82744,32
9375,1,1377989,0,vgg16,78504,11
9376,1,1378000,0,vgg16,78195,40135
9449,8,1424663,0,vgg16,36057,33
9450,8,1424696,0,vgg19,38949,226
9452,1,1424922,0,vgg19,83179,11
9453,1,1424933,0,vgg19,81629,11
9454,1,1424944,0,resnet50,81426,264
9459,2,1425233,0,vgg11,52304,65
9460,2,1425298,0,vgg11,51870,13
9461,2,1425311,0,inception4,51920,12
9462,2,1425323,0,resnet50,53134,14
9463,2,1425337,0,vgg11,54041,32
9464,2,1425369,0,resnet101,53346,1474
9465,1,1426843,0,vgg11,6,1
9466,1,1426844,0,inception4,8,1
9467,1,1426845,0,vgg19,8,3
9468,1,1426848,0,inception4,8,33
9469,1,1426881,0,resnet152,5,72
9470,1,1426953,0,vgg16,6,0
9471,1,1426953,0,vgg19,7,2
9472,1,1426955,0,vgg11,6,3
9473,1,1426958,0,resnet101,6,73
9474,1,1427031,0,resnet101,9,3
9475,1,1427034,0,resnet101,8,2
9476,1,1427036,0,vgg11,8,3
9477,1,1427039,0,resnet50,8,74
9478,1,1427113,0,vgg11,20,3
9479,1,1427116,0,inception3,20,3
9480,1,1427119,0,inception4,19,2
9481,1,1427121,0,alexnet,20,156
9482,1,1427277,0,vgg11,13028,3
9483,1,1427280,0,vgg16,14884,2
9484,1,1427282,0,alexnet,15075,2
9485,1,1427284,0,inception4,14996,2178
9495,2,1431246,0,inception3,147168,3439
9501,2,1436949,0,resnet50,1,252
9503,2,1437201,0,resnet50,53327,12
9504,2,1437213,0,resnet50,52510,9
9505,2,1437222,0,inception4,52184,18
9506,2,1437240,0,inception4,52227,14
9507,2,1437254,0,alexnet,1,30
9508,2,1437284,0,inception3,29137,2668
9515,2,1440447,0,inception4,12189,1554
9519,1,1444683,0,inception3,23,2
9520,1,1444685,0,alexnet,23,1
9521,1,1444686,0,resnet50,22,2
9522,1,1444688,0,vgg11,22,445
9527,1,1445133,0,vgg16,18580,2
9528,1,1445135,0,alexnet,20831,2
9529,1,1445137,0,vgg19,20812,2
9530,1,1445139,0,vgg11,20709,721
9532,2,1445860,0,vgg19,76,1147
9535,2,1447007,0,inception4,2,209
9536,2,1447216,0,resnet50,44,547
9542,2,1449961,0,inception4,44,1551
9550,1,1451512,0,alexnet,20753,10
9551,1,1451522,0,resnet152,20686,15
9552,1,1451537,0,vgg19,20665,12
9553,1,1451549,0,vgg19,13821,20
9555,1,1451569,0,vgg19,21097,5
9556,1,1451574,0,inception4,20989,10
9557,1,1451584,0,inception3,20612,28
9558,1,1451612,0,inception4,20938,15
9559,1,1451627,0,inception3,21225,16
9560,1,1451643,0,vgg19,21043,14
9561,1,1451657,0,resnet152,13996,26
9563,1,1451683,0,inception4,21162,328
9577,2,1459725,0,vgg16,52706,10
9578,2,1459735,0,vgg11,50912,11
9579,2,1459746,0,vgg16,52138,10
9580,2,1459756,0,vgg19,51826,18
9581,2,1459774,0,resnet101,194174,9
9582,2,1459783,0,vgg11,171968,15
9583,2,1459798,0,inception3,197514,11
9584,2,1459809,0,resnet152,197857,205
9585,1,1460014,0,vgg16,18861,14
9586,1,1460028,0,resnet50,13866,11
9587,1,1460039,0,resnet50,20664,1262
9589,2,1461301,0,inception4,24094,8
9590,2,1461309,0,resnet152,54252,10
9591,2,1461319,0,inception4,194429,13
9592,2,1461332,0,vgg19,52167,23
9593,2,1461355,0,vgg16,10,10
9594,2,1461365,0,vgg16,51840,707
9595,2,1462072,0,resnet152,192984,276
9597,2,1462348,0,resnet152,69215,9
9598,2,1462357,0,resnet101,187865,9
9599,2,1462366,0,vgg11,202257,14
9600,2,1462380,0,inception4,53409,10
9601,2,1462390,0,vgg11,51826,211
9602,2,1462601,0,resnet152,51750,5
9603,2,1462606,0,alexnet,53287,1859
9608,2,1464465,0,inception4,192720,26840
9625,1,1491305,0,alexnet,19,232
9626,1,1491537,0,resnet152,19,207
9627,1,1491744,0,vgg19,138,639
9628,1,1492383,0,alexnet,139,709
9629,1,1493092,0,vgg11,136,489
